doi,category,clean_abs
10.1016/j.mex.2025.103195,supervised,the cutting tool is a key component of the milling machine that decides productivity hence an adequate predictive maintenance pdm strategy for the cutting tools becomes necessary this research seeks to develop a smart maintenance web application that utilizes machine learning ml supervised models to predict the remaining useful life rul for milling operations the ml models were developed using a fourstage process including data preprocessing training evaluation and deployment several ml algorithms were applied and the results were evaluated using five measures involving accuracy mean absolute error mae mean squared error mse rsquared and rsquared adjusted it was found that the multilayer perceptron regressor provided the largest accuracies adjusted rsquared mae and mse of and respectively a web application for maintenance was finally developed with several ml algorithms at the evaluation stage maintenance engineers can utilize the developed smart web application to monitor the machines health state and predict failure occurrence in conclusion the developed web application assists engineers in developing reliable predictions of maintenance activities which may save costly production and maintenance losses a web application based on machine learning techniques was developed for rul predictions for the milling cutting tool a comparison between the prediction results from various machine learning techniques was conducted the web application is found to be valuable for maintenance prediction and planning
10.2118/200862-PA,supervised,copyright society of petroleum engineersclosedloop reservoir management clrm consists of continuous application of history matching and optimization of modelpredictive control to maximize production or reservoir net present value npv in any given period traditional fieldscale implementation of clrm by using a large number of reservoir models in particular when uncertainty is accounted for is computationally impractical this presented machinelearningassisted workflow uses the echo state network esn coupled with an empirical water fractional flow relationship as a proxy to replace timeconsuming simulations and improve the computational efficiency of the clrm the esn under the paradigm of reservoir computing provides a specific architecture and supervised learning principle for recurrent neural networks rnns esns with randomly generated and invariant input weights and recurrent weights greatly minimize the computational load and solve potential problems during typical backpropagation through time in traditional rnns while it still obtains the benefits of rnns to memorize temporal dependencies also the linear readout layer makes the training much faster using analytical ridge regression fieldlevel well control and productionresponse data are fed into the workflow to obtain a trained esn and fitted fractionalflow relationship which will representreproduce the dynamics of the reservoir under various wellcontrol scenarios further production optimization is directly applied to the matched models to maximize reservoir npv the optimized wellcontrol scenario is applied and further observation is obtained to update the models history matching and production optimization are performed again in a closedloop fashion the previously mentioned advantages make esn a very powerful tool for clrm with both history matching and production optimization quickly accomplished and make nearrealtime clrm possible in this paper two case studies will be presented to prove the effectiveness of the proposed workflow
10.1007/s11837-021-04701-2,supervised,the minerals metals materials societyin this article we provide an overview on the current and emerging applications of machine learning ml in the design synthesis and characterization of metal matrix composites mmc we have demonstrated that ml methods can be applied in three distinct categories namely property prediction microstructure analysis and process optimization which are associated with three major classes of ml techniques ie regression classification and optimal control respectively ml algorithms have been successfully applied for prediction of mechanical tribological corrosion and wetting properties of different mmcs however ml methods eg computer vision which is suitable for microstructural characterization and defect detections and optimization algorithms eg reinforcement learning have not been fully utilized for design processing and characterization of metal matrix composites despite their enormous capacities we conclude that ml methods are promising not only to predict various properties but also to automate microstructural analysis and optimization of manufacturing mmcs
10.1177/09544070211000174,supervised,imeche the existing process equipment design resource utilization rate in automobile industry is low so it is urgent to change the design method to improve the design efficiency this paper proposed a fast design method of process equipment driven by classification retrieval of d modelbased definition mbd firstly an information integration d model is established to fully express the product information definition and to effectively express the design characteristics of the existing d model through the classification machinelearning algorithm of d mbd model based on extreme learning machine elm the d mbd model with similar characteristics to the auto part model to be designed was retrieved from the complex process equipment case database secondly the classification and retrieval of the model are realized and the process equipment of retrieval association mapping with d mbd model is called out the existing process equipment model is adjusted and modified to complete the rapid design of the process equipment of the product to be designed finally a corresponding process equipment design system was developed and verified through a case study the application of machine learning to the design of industrial equipment greatly shortens the development cycle of equipment in the design system the system learns from engineers making them understand the design better than engineers therefore it can help any user to quickly design d models of complex products
10.1115/1.4064321,supervised,copyright by asmethis paper details the design and operation of a testbed to evaluate the concept of autonomous manufacturing to achieve a desired manufactured part performance specification this testbed the autonomous manufacturing system for phononic crystals amspnc is composed of additive manufacturing material transport ultrasonic testing and cognition subsystems critically the amspnc exhibits common manufacturing deficiencies such as process operating window limits process uncertainty and probabilistic failure a case study illustrates the amspnc function using a standard supervised learning model trained by printing and testing an array of unique designs that span the allowable design space using this model three separate performance specifications are defined and an optimization algorithm is applied to autonomously select three corresponding design sets to achieve the specified performance validation manufacturing and testing confirms that two of the three optimal designs as defined by an objective function achieve the desired performance with the third being outside the design window in which a distinct bandpass is achieved in phononic crystals pncs furthermore across all samples there is a marked difference between the observed bandpass characteristics and predictions from finite elements method computation highlighting the importance of autonomous manufacturing for complex manufacturing objectives
,supervised,the proceedings contain papers the special focus in this conference is on smart cities the topics include photovoltaic cells defects classification by means of artificial intelligence and electroluminescence images integration of internet of things technologies in government buildings through lowcost solutions pp energy trading model for a local electricity community considering technical constraints via a virtual informative assistant for smart tourism development and improvement of a data storage system in a microgrid environment with homeassistant and mariadb hybrid graspvnd for flexible vehicle routing in smart cities using open data to analyze public bus service from an age perspective melilla case opensource big data platform for realtime geolocation in smart cities a covid vaccination tracking and control platform in santiago de cali energyaware smart home planning a real case study in montevideo uruguay prescriptive analytics in smart cities a combinatorial approach in rescue operations a practical approach for sustainable transit oriented development in montevideo uruguay methodology for inspection of defects in photovoltaic plants by drone and electroluminescence preface travel time estimation in public transportation using bus location data a machine learning approach for detecting traffic incidents from video cameras upgrading urban services through bpl practical applications for smart cities design and installation of an iot electricity and water technological and monitoring solution smart technologies for monitoring older adults with dementia a case study of smart industry in uruguay grain production facility optimization
10.1109/TNANO.2024.3396505,supervised,ieeeas the interest in human health and customized medicine has grown recently many researchers investigations have concentrated on biosensors to develop a costeffective device for sensing different medical parameters among the wide range of organic electronic devices organic field effect transistor ofet has been used in manufacturing flexible biosensors due to their light weight flexibility and lower energy usage in this study a carrier transport electronic model verified with experimental data simulates the biosensing process in two different biosensors lactate and troponin initially a random forest machine learning model was used to optimize the ofet device with a new figure of merit consequently the sensors sensitivity and limit of detection were calculated two active layers were investigated polyaniline and pentacene where the polyaniline showed better sensitivity for lactate biosensor nm and troponin gml moreover the polyaniline recorded nearly ten times lower power consumption because of its extremely low threshold voltage of mv
10.1007/s00170-023-11768-5,supervised,the authors under exclusive licence to springerverlag london ltd part of springer naturewelding defect detection in the manufacturing of hot water tanks is still often performed by human visual inspection or with the help of classical nondestructive tests such as liquid penetrant these quality inspection methods can be timeconsuming and have an important error rate as a potential alternative machine learning algorithms can be employed to automate fault detection in this process in this paper we propose an approach for the detection of welding faults by identifying abnormal subsequences of the welding voltage signal the novelty of our approach is in employing the oneclass svm with distance substitution kernels which unlike previous works employing the oneclass svm allows us to work directly with the raw subsequences this permits easier generalization of the detection across different types of signals and achieves higher detection accuracy the results show that the approach is both accurate and fast compared to existing approaches which makes it more suitable for realtime welding monitoring we further propose an approach for the automatic diagnosis of welding defects using the random convolutional kernel transform
10.1115/1.4053670,supervised,copyright by asmethe correlation between manufacturing parameters and the resulting surface topography is most often described with standardized profile surface texture parameters rparameters however in many cases they represent a strong simplification as the most common parameters are often neither functionoriented nor unambiguously correlated with the manufacturing parameters therefore we investigate whether a neural network is a suitable alternative to establish a more comprehensive correlation between the surface topography and the manufacturing parameters the learned correlation provides possibilities to be used for subsequent monitoring of the manufacturing process our approach is to predict the manufacturing parameters from a measured topography dataset with a convolutional neural network as a regression model as the training of neural networks requires large amounts of data stochastic surface models are applied to generate artificial profiles and thus increase the available amount of data the prediction accuracy and consequently its correlation with the manufacturing parameters are evaluated for a case study of an abrasive process in this case study it is first determined whether artificial or measured profiles and which of their representations frequency or time dependent provide the best information to train the network the network featuring the most reliable prediction of the manufacturing parameters is then used for further analysis by comparing this network with a linear regression model between manufacturing parameters and rparameters its performance is benchmarked and can be suggested as a suitable alternative to predict and monitor manufacturing parameters based on the measured surface topography
10.12454/j.jsuese.202400014,supervised,sichuan university all rights reservedobjective the vacuum degassing vd furnace is an essential piece of equipment for producing highquality steel unlike other furnaces the vd furnace lacks a heating function leading to a significant drop in the temperature of molten steel during the refining process if the refining endpoint temperature of molten steel is excessively high it results in energy waste and can even disrupt the continuous casting process if the endpoint temperature is too low the molten steel must be reheated in the ladle furnace lf severely impacting production efficiency therefore the refining endpoint temperature significantly influences the quality of molten steel production efficiency and continuous casting in recent years adopting new technologies such as machine learning and big data has become crucial for transforming and upgrading steelmaking plants facilitating the shift towards intelligent manufacturing this study proposes a method that combines metallurgical mechanism analysis data analysis and machine learning to develop a temperature prediction model for vd furnace refining methods initially the key factors influencing the endpoint temperature of molten steel are identified through metallurgical mechanism analysis of the vd furnace then production data from the steelmaking plant are processed following operational procedures to eliminate missing and abnormal data the principle is applied to preprocess the actual production data removing outliers to improve data quality and ensure the accuracy of subsequent model training and prediction pearson correlation analysis is then employed to discard factors with a minor impact on the molten steel temperature helping to determine the input variables for the prediction model the dataset is randomly shuffled with selected as the training set and the remaining as the testing set following this based on metallurgical mechanism mm analysis the initial feature importance in the input variables of the extreme gradient boosting xgboost model is partially amplified finally the models prediction accuracy is further enhanced by optimizing the hyperparameters of xgboost through bayesian optimization bo algorithms resulting in the development of mmboxgboost models results and discussions this study employs grid search gs and random search rs for hyperparameter optimization of the model to compare the results to bo hyperparameter optimization the prediction of molten steel temperature is performed using the metallurgical mechanism model multiple linear regression model and backpropagation neural network model as comparisons demonstrating the superior performance of the mmboxgboost model the results indicated that bo hyperparameter optimization is the most effective providing the model with the best performance and higher prediction accuracy than the other two optimization algorithms in addition this model also exhibits good training efficiency with the training time being slightly higher than rs and significantly shorter than that of gs the optimal hyperparameter combination is determined to be maxdepth learningrate nestimators with a model training time of seconds the fluctuations in the actual vd furnace refining endpoint molten steel temperature similarly impact the prediction errors of the mmboxgboost model and the other three existing models among the heats with endpoint molten steel temperatures below the mechanistic model predicts more heats with high molten steel temperature values while the other three models predict fewer such heats however when the endpoint prediction temperature of molten steel exceeds the prediction accuracy of the mechanistic model diminishes with many heats having prediction errors exceeding and a greater number exceeding the mmboxgboost model performs best achieving the highest r of the lowest rmse of and the lowest mae of the hit ratios of this model are and for ranges of and respectively the mmboxgboost model demonstrates excellent training efficiency and prediction performance conclusion the analysis of the mechanism of the vd furnace refining process and pearson correlation analysis are conducted and the input variables for the prediction model of vd furnace endpoint liquid steel temperature are identified following the metallurgical mechanism the characteristic importance of xgboost input variables is partially enhanced and the models hyperparameters are optimized using bayesian optimization therefore the mmboxgboost model is developed with strong applicability and high accuracy this model is practical for precisely controlling molten steel temperature at the end of the vd furnace ensuring continuous casting progression and enhancing production efficiency the input variables for the mmboxgboost model are identified as follows initial temperature of molten steel amount of calcium wire added high vacuum holding time amount of aluminum wire added static stirring time feeding time after vacuum break vacuum degree weight of molten steel vacuum pumping time argon gas flow during vacuum pumping argon gas flow during high vacuum maintenance and ladle arrival waiting time the mmboxgboost model exhibits the best prediction performance of hyperparameters obtained through the bayesian optimization algorithm compared to the traditional metallurgical mechanism multiple linear regression and bp neural network models the mmboxgboost model in this study shows the best prediction effect
,supervised,proceedings of machine learning research all rights reservedrecent studies have revealed the intriguing fewshot learning ability of pretrained language models plms they can quickly adapt to a new task when finetuned on a small amount of labeled data formulated as prompts without requiring abundant taskspecific annotations despite their promising performance most existing fewshot approaches that only learn from the small training set still underperform fully supervised training by nontrivial margins in this work we study fewshot learning with plms from a different perspective we first tune an autoregressive plm on the fewshot samples and then use it as a generator to synthesize a large amount of novel training samples which augment the original training set to encourage the generator to produce labeldiscriminative samples we train it via weighted maximum likelihood where the weight of each token is automatically adjusted based on a discriminative metalearning objective a classification plm can then be finetuned on both the fewshot and the synthetic samples with regularization for better generalization and stability our approach fewgen achieves an overall better result across seven classification tasks of the glue benchmark than existing fewshot learning methods improving noaugmentation methods by average points and outperforming augmentation methods by average points
10.1016/j.ces.2024.120580,supervised,the authorsnew products must be formulated rapidly to succeed in the global formulated product market however key product indicators kpis can be complex poorly understood functions of the chemical composition and processing history consequently scaleup must currently undergo expensive trialanderror campaigns to accelerate process flow diagram pfd optimisation and knowledge discovery this work proposed a novel digital framework to automatically quantify process mechanisms by integrating symbolic regression sr within modelbased design of experiments mbdoe each iteration sr proposed a pareto front of interpretable mechanistic expressions and then mbdoe designed a new experiment to discriminate them while balancing pfd optimisation to investigate the frameworks performance a new process model capable of simulating general formulated product synthesis was constructed to generate insilico data for different case studies the framework effectively discoverd groundtruth process mechanisms within a few iterations indicating its great potential for the general chemical industry for digital manufacturing and product innovation
10.3788/CJL202249.1402101,supervised,science press all rights reservedsignificance additive manufacturing am also known as d printing is a disruptive technique and provides good compensation for conventional manufacturing methods in am d parts are processed in a layerbylayer manner following the designed d model and toolpaths the rapid advancement of am allows for an unprecedented design freedom for manufacturing complex composite and hybrid structures with high precision which cannot be achieved using traditional fabrication routes however the am process development and optimization usually requires costly and timeconsuming trialanderror experiments thereby limiting the further application of am machine learning ml as a new type of artificial intelligence technology can accelerate the research and development in many aspects of am therefore am has received extensive attention from academia and industry with the assistance of ml am can be expedited and well optimized moreover the relationship between the process parameters and achievable property of the alloys can be well revealed through ml which is difficult using conventional methods the ml technique has exhibited promising potentials in accumulating process optimization and novel alloy design for am recently hence this work reviews the research progress of the mlassisted am in the past decade progress in this paper first the ml technology used in am is described in general ml methods can be divided into supervised learning unsupervised learning semisupervised learning and reinforcement learning according to studies each ml method has many applications therefore the typical applications for each ml method are introduced fig second the application of ml in the control and optimization of the am metal materials including the process monitoring and quality control prediction of the process window and optimization of the deposition toolpath is discussed by combining appropriate ml methods the am development processes can be considerably expedited and quality of the deposited parts can be stabilized third the status of research and application of ml in the development of new alloys for am is introduced the correlative applications mainly include alloy composition design and prediction of microstructure and property of the deposited alloys recent years witnessed the growing research interests in the development of novel alloy materials used for am fig because it has been demonstrated that ml is an efficient way to accelerate the development period of novel alloy materials with more available data accumulation it can be expected that ml will have a broad prospect in novel alloy development for am which could create highperformance alloys for harsh industrial applications conclusions and prospects with the development of artificial intelligence and computer science ml has been widely used in am in recent years the combination of ml and am avoids a large quantity of trialanderror costs thereby reducing the development period of the am this work reviews the progress of machine learningbased am process optimization and the novel alloy materials developments the application of ml in the control and optimization of the am includes the process monitoring quality control prediction of the process window and optimization of the deposition toolpath fig the research and application of ml in the development of novel alloy materials based on am include alloy composition design microstructure and property prediction finally the future development trends of ml in the am were outlined in studies the ml method usually focuses on a particular phase of the am which considerably limits the application and promotion of machine learning the development of the generic ml algorithm for am will further promote the application of ml in am which is also the critical research direction of machine learningassisted am in the future for mlbased novel alloy materials developments in am several studies have shown that ml can effectively avoid the high costs of the traditional trialanderror methods however ml requires a large number of databases to train the model therefore the construction and development of an effective database is the precondition for ml in recent years a large amount of literature regarding am of metallic materials has been published which means a large amount of experimental data has been accumulated and this is the fundamentals for the development of ml technology with the development of practical data mining technology the vast database will promote the development of novel metal materials for am
,supervised,bio tech system all rights reservedproblems in intelligent farming include soil erosion pests diseases etc population intelligence optimization algorithms have a wide range of application prospects in farming environments while in practical applications there are problems such as vulnerability to disturbance tendency to fall into local optimization and lack of accuracy thus in this study the moth flame optimization mfo grey wolf algorithm gwo and integrated particle algorithm pso were combined with improved algorithms for optimization the sine cosine strategy scs was used to promote the mfo algorithm and was adopted for the land erosion prediction problem based on the kernelbased extreme learning machine kelm algorithm the multistrategy mechanism was used to improve the gwo as a basis for designing an accurate fertilization model the traditional pso algorithm was improved by applying elite augmentation and applied to the segmentation of maize disease images the results showed that the improvement of smfokelm for kelm effectively improved the prediction ability of soil erosion classification in intelligent agriculture the performance of multistrategy gwo was distinctly better than other improved algorithms in contrast to traditional pso algorithm the structure similarity index of the elite enhanced pso algorithm was improved from to and the feature similarity index was improved from to and could obtain better segmentation accuracy than other similar algorithms in solving the overall effect of multithreshold segmentation for maize rust spot disease the accuracy of the population intelligence algorithm was improved and the problem of interference was solved the use of the population intelligence optimization algorithm realized realtime monitoring and intelligent management of the corn field environment including the monitoring and regulation of soil moisture temperature nutrient status and other parameters to promote the growth and development of maize and improve the yield and quality of maize which helped to promote the development of intelligent agriculture and realize the refinement and intelligent management of the agricultural production process
10.1109/ICACRS62842.2024.10841592,supervised,ieeeelectricity price prediction is crucial for businesses reliant on heavy machinery or computing services as it aids in cost management and energy optimization accurate predictions allow these businesses to forecast annual electricity expenses enhancing cost efficiency this project aims to forecast electricity prices using machine learning techniques specifically the random forest regression algorithm the project utilizes historical data on electricity consumption and other influencing factors including date and time holiday indicators day of the week week of the year forecasted and actual wind production national load temperature wind speed and co intensity the methodology involves converting string values to numerical values handling missing data and normalizing the dataset identifying key features that significantly impact electricity prices splitting the data into training and testing sets and training the model using the random forest regression algorithm and assessing the models performance with appropriate metrics to ensure accuracy and reliability the results demonstrate that the random forest model effectively predicts electricity prices with high accuracy visualizing these predictions in power bi provides intuitive insights into the factors influencing electricity prices these findings enable businesses to better anticipate electricity expenses optimize energy usage and improve financial planning the comprehensive approach outlined in this project offers a valuable tool for understanding and forecasting electricity prices thereby enhancing resource management and cost efficiency
10.1007/s00170-022-10649-7,supervised,the authors under exclusive licence to springerverlag london ltd part of springer naturethis study explores the application of machine learning algorithms for supporting complex product manufacturing quality through a focus on quality assurance and control we aim to take advantage of ml technics to solve one of the complex manufacturing problems of the tempered glass manufacturing industry as a first attempt to automate product quality prediction and optimization in this industrial field as an alternative to destructive testing methodologies the choice of this application field was motivated by the lack of a robust engineering technique to assess the production quality in real time this arises the need of using advanced smart manufacturing solution as ai to save the extremely high cost of destructive tests as methodology this paper investigates the performance of machine learning techniques including ridge regression linear regression light gradient boosting machine and lasso regression for predicting the product thermal treatment quality within the selected type of industry in the first part we applied the selected machine learning models to a dataset collected manually and made up of the more relevant process parameters of the heating and the quenching process evaluating the results of the applied models based on several performance indicators such as mean absolute error mean squared error and rsquared declared that ridge regression was the most accurate model with a mean error of which is significantly acceptable in a business point of view and not reachable by any human level experience of prediction the second part consists of developing a digitalized device connected to the manufacturing process to provide predictions in real time this device operates as an errorproofing system that sends a reverse signal to the machine in case the prediction shows a noncompliant quality of the current processed product this study can be expanded to predict the optimal process parameters to use when the predicted values do not meet the desired quality and can advantageously replace the trialanderror approach that is generally adopted for defining those parameters the contribution of our work relies on the introduction of a clear methodology from idea to industrialization for the design and deployment of an industrialgrade predictive solution within a new field which is the glass transformation
10.1016/j.apmt.2024.102306,supervised,elsevier ltdin recent years addit manuf am ie d printing has been developing rapidly as a muchneeded strategic technology in the field of highend intelligent manufacturing however it is constrained by the crossinfluence of materials processes and algorithms which make the print quality more varied and fortunately machine learning has brought new optimization strategies for d printing this paper provides an overview of machine learningdriven d printing technology with a particular focus on its process monitoring and motion planning in addition the introduction of a dof robotic arm allows for more versatile printing paths we found that supervised learning has a high rate of application in process optimization and surface quality inspection through the review while reinforcement learning and deep learning have a clear advantage in path planning for multidegree of freedom printing platforms which sets the stage for pioneering applications of ai in addit manuf
10.1115/SMASIS2021-67961,supervised,by asmethe artificial intelligence ai field has encountered a turning point mainly due to advancements in machine learning which allows systems to learn improve and perform a specific task through data without being explicitly programmed machine learning can be utilized with machining processes to improve product quality levels and productivity rates and to optimize design and process parameters the systems for acoustic event detection and classification aedc of noise events is a process consisted of feature extraction of the signals meaning processing acoustic signals and converting them into symbolic descriptions that correspond to the various sound events present in the signals and their sources the main objective of the aedc systems is to develop algorithms able to recognize and classify sound events that occur in the chosen environment giving an appropriate response to users by utilizing the acoustic events detection and classification systems a clear set of design requirements can be extracted based on the noise to be attenuated a smart structure design for noise attenuation needs clear noise input for proper smart material choice placement and active control this paper shows a method for detection of noise events based on machinelearning algorithm that can be further used for definition of design requirements
10.1016/j.jobe.2025.112367,supervised,coal bottom ash cba is recovered from thermal power plants it is an essential byproduct of the coal industry and dumping on open land is the most significant environmental risk sustainably using cba can help in alleviating ecological problems therefore this study investigates the possibilities of utilizing cba as a sand replacement in concrete production a series of tests including slump test compressive strength cs water absorption and water sorptivity of various bottom ashbased concrete mixes were evaluated at curing ages of and days for the desired strength of m and m concrete additionally to determine the cs of the cba concrete support vector regression was used and the hyperparameters were optimized using particle swarm optimization psosvr and jellyfish search optimization jsosvr besides the outcomes of experiments the data from previously published studies was also compiled and utilized for the prediction models experimental results reveal that m and m concrete of sahiwal ash exhibited and higher cs with and cba at days similarly m and m concrete of sheikhupura ash the cs increased by and with cba at days higher cba content raises water absorption and sorptivity indicating decreased durability increasing cba content reduces concrete workability due to the hygroscopic nature of cba particles the higher specific gravity of cba enhances strength development yielding betterquality concrete in contrast the outcomes of the jsosvr models exhibited r for the training testing and validation dataset which were and respectively furthermore the jsosvr predictions were interpreted using shapley additive explanations shap the shap analysis revealed that sand curing age and cement were the most influential features affecting cs
10.2118/201721-PA,supervised,society of petroleum engineersin this work we investigate the efficient estimation of the optimal design variables that maximize net present value npv for the lifecycle production optimization during a singlewell carbon dioxide co huffnpuff hnp process in unconventional oil reservoirs a synthetic unconventional reservoir model based on bakken formation oil composition is used the model accounts for the natural fracture and geomechanical effects both the deterministic based on a single reservoir model and robust based on an ensemble of reservoir models production optimization strategies are considered the injection rate of co the production bottomhole pressure bhp the duration of injection and the production periods in each cycle of the hnp process and the cycle lengths for a predetermined lifecycle time can be included in the set of optimum design or well control variables during optimization the npv is calculated by a machine learning ml proxy model trained to accurately approximate the npv that would be calculated from a reservoir simulator run similar to the ml algorithms we use both leastsquares ls support vector regression svr and gaussian process regression gpr given a set of forward simulation runs with a commercial compositional simulator that simulates the miscible co hnp process a proxy is built based on the ml method chosen having the proxy model we use it in an iterativesamplingrefinement optimization algorithm directly to optimize the design variables as an optimization tool the sequential quadratic programming sqp method is used inside this iterativesamplingrefinement optimization algorithm computational efficiencies of the ml proxybased optimization methods are compared with those of the conventional stochastic simplex approximate gradient stosagbased methods our results show that the lssvr and gprbased proxy models are accurate and useful in approximating npv in the optimization of the co hnp process the results also indicate that both the gpr and lssvr methods exhibit very similar convergence rates but gpr requires times more computational time than lssvr however gpr provides flexibility over lssvr to access uncertainty in our npv predictions because it considers the covariance information of the gpr model both mlbased methods prove to be quite efficient in production optimization saving significant computational times at least times more efficient over a stochastic gradient computed from a highfidelity compositional simulator directly in a gradient ascent algorithm to our knowledge this is the first study presenting a comprehensive review and comparison of two different mlproxybased optimization methods with traditional stosagbased optimization methods for the production optimization problem of a miscible co hnp
10.1007/978-3-031-64569-3_41,supervised,under exclusive license to springer nature switzerland ag the purpose of this article is to investigate the effectiveness of different machine learning regression algorithms for predicting remaining useful life rul of rolling element bearings a dataset obtained from experimental activities conducted by the engineering department of the university of ferrara was used the dataset consists of six runtofailure vibration signals from self aligning double row ball bearings the procedure used in this study consists in four steps health indicator construction from rms of signal health status determination feature engineering and rul prediction rmse mae and mape are used as performance metrics ensemble modeling is implemented to improve robustness of the prediction regardless of the machine learning model employed the importance of correct data acquisition and preprocessing to obtain good predictions is demonstrated
10.3390/app15063132,supervised,by the authorsfeatured application the results of this study allow for the optimization of fault diagnosis in bearings of rotating electrical machines which makes it possible to anticipate breakdowns and thus reduce maintenance costs and production interruptions this study uses deep learning techniques to optimize fault diagnosis in rolling element bearings of rotating electrical machines leveraging the case western reserve university bearing fault database the methodology involves transforming onedimensional vibration signals into twodimensional scalograms which are used to train neural networks via transfer learning by employing squeezeneta pretrained convolutional neural networkand optimizing hyperparameters this study significantly reduces the computational resources and time needed for effective fault classification the analysis evaluates the effectiveness of two wavelet transforms amor and morse for feature extraction in correlation with varying learning rates results indicate that precise hyperparameter tuning enhances diagnostic accuracy achieving a classification accuracy of using the amor wavelet scalograms proved particularly effective in identifying distinct vibration patterns for faults in bearings inner and outer races this research underscores the critical role of advanced signal processing and machine learning in predictive maintenance the proposed methodology ensures higher reliability and operational efficiency and demonstrates the feasibility of transfer learning in industrial diagnostic applications particularly for optimizing resourceconstrained systems these findings improve the robustness and precision of machine fault diagnosis systems
10.3390/rs17091543,unsupervised,by the authorsthis study introduces an innovative and scalable approach for automated road surface assessment by integrating mobile mapping system mmsbased lidar data analysis with an opensource webgis platform in a usbased case study over datasets were collected along interstate i in west lafayette indiana using the purdue wheelbased mobile mapping systemultra high accuracy pwmmsuha following indiana department of transportation indot guidelines preprocessing included noise removal resolution reduction to cm and groundnonground separation using the cloth simulation filter csf resulting in bare earth be digital terrain model dtm and above ground ag point clouds the optimized be layer enriched with intensity and color information enabled crack detection through densitybased spatial clustering of applications with noise dbscan and random forest rf classification with and without intensity normalization dbscan parameter tuning was guided by silhouette scores while model performance was evaluated using precision recall fscore and the jaccard index benchmarked against reference data results demonstrate that rf consistently outperformed dbscan particularly under intensity normalization achieving jaccard index values of for longitudinal and for transverse cracks a key contribution of this work is the integration of geospatial analytics into an interactive opensource webgis environmentdeveloped using blender qgis and lizmapto support predictive maintenance planning moreover intervention thresholds were defined based on crack surface area aligned with the pavement condition index pci and fhwa standards offering a datadriven framework for infrastructure monitoring this study emphasizes the practical advantages of comparing clustering and machine learning techniques on d lidar point clouds both with and without intensity normalization and proposes a replicable computationally efficient alternative to deep learning methods which often require extensive training datasets and high computational resources
10.1115/1.4054558,unsupervised,copyright by asmeinspection and maintenance methods development have a pivotal role in preventing the uncertaintyinduced risks in the oil and gas industry a key aspect of inspection is evaluating the risk of equipment from the scheduled and monitored assessment in the dynamic system this activity includes assessing the modification factors probability of failure and calculating the equipments remaining useful life rul the traditional inspection model constitutes a partial solution to grouping the vast amount of realdata inspection and observations at equal intervals this literature review aims to offer a comprehensive review concerning the benefit of machine learning in managing the risk while incorporating timeseries forecasting studies and an overview of riskbased inspection methods eg quantitative semiquantitative and qualitative a literature review with a deductive approach is used to discuss the improvement of the clustering gaussian mixture model to overcome the noncircular shape data that may show in the kmeans models machine learning classifiers such as decision trees logistic regression support vector machines knearest neighbors and random forests were selected to provide a platform for risk assessment and give a promising prediction toward the actual condition and the severity level of equipment this work approaches complementary tools and grows interest in embedded artificial intelligence in risk management systems and can be used as the basis of more robust guidance to organize complexity in handling inspection data but further and future research is required
